CSR_TIMESTAMP_BEGIN,CSR_TIMESTAMP_END,CSR_PAR,CSR_STATISTIC
2008-06-05 08:20:00 ,2008-06-05 08:30:00 ,17.26,mean
2008-06-05 08:35:00 ,2008-06-05 08:45:00 ,17.26,mean
2008-06-05 08:50:00 ,2008-06-05 09:00:00 ,17.26,mean
2008-06-05 09:05:00 ,2008-06-05 09:15:00 ,17.26,mean
2008-06-05 09:20:00 ,2008-06-05 09:30:00 ,17.26,mean
2008-06-05 09:35:00 ,2008-06-05 09:45:00 ,17.26,mean
2008-06-05 09:50:00 ,2008-06-05 10:00:00 ,17.26,mean
2008-06-05 10:20:00 ,2008-06-05 10:30:00 ,17.26,mean
2008-06-05 10:35:00 ,2008-06-05 10:45:00 ,17.26,mean
2008-06-05 10:50:00 ,2008-06-05 11:00:00 ,17.26,mean
2008-06-05 11:05:00 ,2008-06-05 11:15:00 ,17.26,mean
2008-06-05 11:20:00 ,2008-06-05 11:30:00 ,17.26,mean
2008-06-05 11:35:00 ,2008-06-05 11:45:00 ,17.26,mean
2008-06-05 11:50:00 ,2008-06-05 12:00:00 ,14.96,mean
2008-06-05 12:20:00 ,2008-06-05 12:30:00 ,0,mean
2008-06-05 12:35:00 ,2008-06-05 12:45:00 ,4.602,mean
2008-06-05 12:50:00 ,2008-06-05 13:00:00 ,17.26,mean
2008-06-05 13:05:00 ,2008-06-05 13:15:00 ,28.76,mean
2008-06-05 13:20:00 ,2008-06-05 13:30:00 ,46.02,mean
2008-06-05 13:35:00 ,2008-06-05 13:45:00 ,64.43,mean
2008-06-05 13:50:00 ,2008-06-05 14:00:00 ,108.1,mean
2008-06-05 14:20:00 ,2008-06-05 14:30:00 ,179.5,mean
2008-06-05 14:35:00 ,2008-06-05 14:45:00 ,265.8,mean
2008-06-05 14:50:00 ,2008-06-05 15:00:00 ,516.6,mean
2008-06-05 15:05:00 ,2008-06-05 15:15:00 ,608.6,mean
2008-06-05 15:20:00 ,2008-06-05 15:30:00 ,696,mean
2008-06-05 15:35:00 ,2008-06-05 15:45:00 ,783,mean
2008-06-05 15:50:00 ,2008-06-05 16:00:00 ,871,mean
2008-06-05 16:05:00 ,2008-06-05 16:15:00 ,953,mean
2008-06-05 16:20:00 ,2008-06-05 16:30:00 ,1036,mean
2008-06-05 16:35:00 ,2008-06-05 16:45:00 ,1117,mean
2008-06-05 16:50:00 ,2008-06-05 17:00:00 ,1183,mean
2008-06-05 17:05:00 ,2008-06-05 17:15:00 ,1252,mean
