CSR_TIMESTAMP_BEGIN,CSR_TIMESTAMP_END,CSR_PAR,CSR_STATISTIC
2006-10-24 03:51:41,2006-10-24 04:01:41,-0.5468094,mean
2006-10-24 04:03:41,2006-10-24 04:13:41,0,mean
2006-10-24 04:15:41,2006-10-24 04:25:41,1.638756,mean
2006-10-24 04:27:41,2006-10-24 04:37:41,-2.1855654,mean
2006-10-24 04:39:41,2006-10-24 04:49:41,0.5468094,mean
2006-10-24 05:03:41,2006-10-24 05:13:41,0,mean
2006-10-24 05:15:41,2006-10-24 05:25:41,-1.0919466,mean
2006-10-24 05:27:41,2006-10-24 05:37:41,2.1855654,mean
2006-10-24 05:39:41,2006-10-24 05:49:41,-2.1855654,mean
2006-10-24 05:51:41,2006-10-24 06:01:41,3.8243214,mean
2006-10-24 06:03:41,2006-10-24 06:13:41,-1.638756,mean
2006-10-24 06:15:41,2006-10-24 06:25:41,0.5468094,mean
2006-10-24 06:39:41,2006-10-24 06:49:41,0.5468094,mean
2006-10-24 06:51:41,2006-10-24 07:01:41,0,mean
2006-10-24 07:03:41,2006-10-24 07:13:41,2.1855654,mean
2006-10-24 07:15:41,2006-10-24 07:25:41,-0.5468094,mean
2006-10-24 07:27:41,2006-10-24 07:37:41,-1.0919466,mean
2006-10-24 07:39:41,2006-10-24 07:49:41,-0.5468094,mean
2006-10-24 07:51:41,2006-10-24 08:01:41,0.5468094,mean
2006-10-24 08:15:41,2006-10-24 08:25:41,0.5468094,mean
2006-10-24 08:27:41,2006-10-24 08:37:41,0,mean
2006-10-24 08:39:41,2006-10-24 08:49:41,-0.5468094,mean
2006-10-24 08:51:41,2006-10-24 09:01:41,2.1838932,mean
2006-10-24 09:03:41,2006-10-24 09:13:41,-1.638756,mean
2006-10-24 09:15:41,2006-10-24 09:25:41,-1.638756,mean
2006-10-24 09:27:41,2006-10-24 09:37:41,0,mean
2006-10-24 09:51:41,2006-10-24 10:01:41,-2.7307026,mean
2006-10-24 10:03:41,2006-10-24 10:13:41,-0.5468094,mean
2006-10-24 10:15:41,2006-10-24 10:25:41,-2.7307026,mean
2006-10-24 10:27:41,2006-10-24 10:37:41,2.7307026,mean
2006-10-24 10:39:41,2006-10-24 10:49:41,0,mean
2006-10-24 10:51:41,2006-10-24 11:01:41,0.5468094,mean
2006-10-24 11:03:41,2006-10-24 11:13:41,0,mean
2006-10-24 11:27:41,2006-10-24 11:37:41,-1.0919466,mean
2006-10-24 11:39:41,2006-10-24 11:49:41,-1.0919466,mean
2006-10-24 11:51:41,2006-10-24 12:01:41,-1.0919466,mean
2006-10-24 12:15:41,2006-10-24 12:25:41,0,mean
2006-10-24 12:27:41,2006-10-24 12:37:41,3.277512,mean
2006-10-24 12:39:41,2006-10-24 12:49:41,-1.638756,mean
2006-10-24 13:03:41,2006-10-24 13:13:41,0.5468094,mean
2006-10-24 13:15:41,2006-10-24 13:25:41,-1.0919466,mean
2006-10-24 13:27:41,2006-10-24 13:37:41,-0.5468094,mean
2006-10-24 13:51:41,2006-10-24 14:01:41,0,mean
2006-10-24 14:03:41,2006-10-24 14:13:41,0,mean
2006-10-24 14:15:41,2006-10-24 14:25:41,0,mean
2006-10-24 14:39:41,2006-10-24 14:49:41,0,mean
2006-10-24 14:51:41,2006-10-24 15:01:41,0,mean
2006-10-24 15:03:41,2006-10-24 15:13:41,0.5468094,mean
2006-10-24 15:15:41,2006-10-24 15:25:41,1.0919466,mean
2006-10-24 15:27:41,2006-10-24 15:37:41,1.638756,mean
2006-10-24 15:39:41,2006-10-24 15:49:41,3.8226492,mean
2006-10-24 15:51:41,2006-10-24 16:01:41,3.8226492,mean
2006-10-24 16:15:41,2006-10-24 16:25:41,6.5533518,mean
2006-10-24 16:27:41,2006-10-24 16:37:41,6.0082146,mean
2006-10-24 16:39:41,2006-10-24 16:49:41,7.6452984,mean
2006-10-24 16:51:41,2006-10-24 17:01:41,7.1001612,mean
2006-10-24 17:03:41,2006-10-24 17:13:41,27.8521632,mean
2006-10-24 17:15:41,2006-10-24 17:25:41,7.1001612,mean
2006-10-24 17:27:41,2006-10-24 17:37:41,19.1149182,mean
2006-10-24 17:51:41,2006-10-24 18:01:41,81.9260946,mean
2006-10-24 18:03:41,2006-10-24 18:13:41,10.9244826,mean
2006-10-24 18:15:41,2006-10-24 18:25:41,10.9244826,mean
2006-10-24 18:27:41,2006-10-24 18:37:41,25.6732866,mean
2006-10-24 18:39:41,2006-10-24 18:49:41,197.73765,mean
2006-10-24 18:51:41,2006-10-24 19:01:41,125.0872488,mean
2006-10-24 19:03:41,2006-10-24 19:13:41,359.422668,mean
2006-10-24 19:27:41,2006-10-24 19:37:41,18.026316,mean
2006-10-24 19:39:41,2006-10-24 19:49:41,34.4155482,mean
2006-10-24 19:51:41,2006-10-24 20:01:41,34.9623576,mean
2006-10-24 20:03:41,2006-10-24 20:13:41,40.425435,mean
2006-10-24 20:15:41,2006-10-24 20:25:41,14.7504762,mean
