CSR_TIMESTAMP_BEGIN,CSR_TIMESTAMP_END,CSR_DATE,CSR_STATISTIC,CSR_PAR,CSR_WIND
2011-05-31 12:00:00,2011-05-31 12:30:00,,mean,1103.815,2.715848
2011-05-31 12:30:00,2011-05-31 13:00:00,,mean,730.07,2.346648
2011-05-31 13:00:00,2011-05-31 13:30:00,,mean,744.504,2.079034
2011-05-31 13:30:00,2011-05-31 14:00:00,,mean,572.9827,2.110761
2011-05-31 14:00:00,2011-05-31 14:30:00,,mean,304.1855,2.198412
2011-05-31 14:30:00,2011-05-31 15:00:00,,mean,466.8288,1.717739
2011-05-31 15:00:00,2011-05-31 15:30:00,,mean,526.1356,2.1482
2011-05-31 15:30:00,2011-05-31 16:00:00,,mean,465.5004,2.173689
2011-05-31 16:00:00,2011-05-31 16:30:00,,mean,921.2803,2.385793
2011-05-31 16:30:00,2011-05-31 17:00:00,,mean,699.199,2.398799
2011-05-31 17:00:00,2011-05-31 17:30:00,,mean,298.3332,2.506668
2011-05-31 17:30:00,2011-05-31 18:00:00,,mean,181.665,1.595225
2011-05-31 18:00:00,2011-05-31 18:30:00,,mean,141.1401,2.060788
2011-05-31 18:30:00,2011-05-31 19:00:00,,mean,42.5088,1.68875
2011-05-31 19:00:00,2011-05-31 19:30:00,,mean,12.19615,0.8511764
2011-05-31 19:30:00,2011-05-31 20:00:00,,mean,0.5232135,0.1905985
2011-05-31 20:00:00,2011-05-31 20:30:00,,mean,0.06497908,0.8401797
2011-05-31 20:30:00,2011-05-31 21:00:00,,mean,0.03332112,0.8586196
2011-05-31 21:00:00,2011-05-31 21:30:00,,mean,0.06761683,1.435655
2011-05-31 21:30:00,2011-05-31 22:00:00,,mean,-0.01382166,1.439801
2011-05-31 22:00:00,2011-05-31 22:30:00,,mean,-0.0574661,1.786681
2011-05-31 22:30:00,2011-05-31 23:00:00,,mean,0.01043797,1.257588
2011-05-31 23:00:00,2011-05-31 23:30:00,,mean,0.01181454,1.198585
2011-05-31 23:30:00,2011-06-01 00:00:00,,mean,-0.1294405,0.5794786
2011-06-01 00:00:00,2011-06-01 00:30:00,,mean,-0.1169397,0.02637172
2011-06-01 00:30:00,2011-06-01 01:00:00,,mean,-0.2552164,0.5408842
2011-06-01 01:00:00,2011-06-01 01:30:00,,mean,-0.1548502,1.057029
2011-06-01 01:30:00,2011-06-01 02:00:00,,mean,-0.06308747,1.253009
2011-06-01 02:00:00,2011-06-01 02:30:00,,mean,-0.07536063,1.099663
2011-06-01 02:30:00,2011-06-01 03:00:00,,mean,-0.03062574,1.354978
2011-06-01 03:00:00,2011-06-01 03:30:00,,mean,-0.008889505,0.9535136
2011-06-01 03:30:00,2011-06-01 04:00:00,,mean,0.01198666,0.3903744
2011-06-01 04:00:00,2011-06-01 04:30:00,,mean,-0.002007278,1.060493
2011-06-01 04:30:00,2011-06-01 05:00:00,,mean,5.29813,1.067159
2011-06-01 05:00:00,2011-06-01 05:30:00,,mean,44.11714,0.8676394
2011-06-01 05:30:00,2011-06-01 06:00:00,,mean,140.1665,0.7872405
2011-06-01 06:00:00,2011-06-01 06:30:00,,mean,281.6221,1.436492
2011-06-01 06:30:00,2011-06-01 07:00:00,,mean,436.7407,0.6721607
2011-06-01 07:00:00,2011-06-01 07:30:00,,mean,593.2309,0.3651096
2011-06-01 07:30:00,2011-06-01 08:00:00,,mean,759.6722,1.672404
2011-06-01 08:00:00,2011-06-01 08:30:00,,mean,897.4035,1.724651
2011-06-01 08:30:00,2011-06-01 09:00:00,,mean,956.6924,1.564731
2011-06-01 09:00:00,2011-06-01 09:30:00,,mean,1035.931,1.657578
2011-06-01 09:30:00,2011-06-01 10:00:00,,mean,909.9124,2.854499
2011-06-01 10:00:00,2011-06-01 10:30:00,,mean,692.9589,2.142428
2011-06-01 10:30:00,2011-06-01 11:00:00,,mean,604.4757,1.482634
2011-06-01 11:00:00,2011-06-01 11:30:00,,mean,592.403,1.869815
2011-06-01 11:30:00,2011-06-01 12:00:00,,mean,474.8916,1.986951
2011-06-01 12:00:00,2011-06-01 12:30:00,,mean,487.5445,1.07337
2011-06-01 12:30:00,2011-06-01 13:00:00,,mean,481.3465,0.4173056
2011-06-01 13:00:00,2011-06-01 13:30:00,,mean,183.9096,0.829288
2011-06-01 13:30:00,2011-06-01 14:00:00,,mean,154.6802,1.674979
2011-06-01 14:00:00,2011-06-01 14:30:00,,mean,155.0656,1.901023
2011-06-01 14:30:00,2011-06-01 15:00:00,,mean,135.0491,1.995305
2011-06-01 15:00:00,2011-06-01 15:30:00,,mean,144.0941,1.624968
2011-06-01 15:30:00,2011-06-01 16:00:00,,mean,319.6411,1.871345
2011-06-01 16:00:00,2011-06-01 16:30:00,,mean,294.4516,1.588122
2011-06-01 16:30:00,2011-06-01 17:00:00,,mean,114.6407,1.725302
2011-06-01 17:00:00,2011-06-01 17:30:00,,mean,110.1812,1.572159
2011-06-01 17:30:00,2011-06-01 18:00:00,,mean,127.6762,1.938234
2011-06-01 18:00:00,2011-06-01 18:30:00,,mean,78.12801,1.936742
2011-06-01 18:30:00,2011-06-01 19:00:00,,mean,27.82236,1.866227
2011-06-01 19:00:00,2011-06-01 19:30:00,,mean,5.077504,1.70266
2011-06-01 19:30:00,2011-06-01 20:00:00,,mean,0.8920408,1.374783
2011-06-01 20:00:00,2011-06-01 20:30:00,,mean,0.9676758,1.248658
2011-06-01 20:30:00,2011-06-01 21:00:00,,mean,1.047857,0.2999354
2011-06-01 21:00:00,2011-06-01 21:30:00,,mean,0.9583924,NaN
2011-06-01 21:30:00,2011-06-01 22:00:00,,mean,0.9594198,NaN
2011-06-01 22:00:00,2011-06-01 22:30:00,,mean,0.9356824,NaN
2011-06-01 22:30:00,2011-06-01 23:00:00,,mean,0.9447976,NaN
2011-06-01 23:00:00,2011-06-01 23:30:00,,mean,0.8954843,NaN
2011-06-01 23:30:00,2011-06-02 00:00:00,,mean,0.8466254,NaN
2011-06-02 00:00:00,2011-06-02 00:30:00,,mean,0.7391011,NaN
2011-06-02 00:30:00,2011-06-02 01:00:00,,mean,0.6601839,NaN
2011-06-02 01:00:00,2011-06-02 01:30:00,,mean,0.3494165,NaN
2011-06-02 01:30:00,2011-06-02 02:00:00,,mean,0.3607683,NaN
2011-06-02 02:00:00,2011-06-02 02:30:00,,mean,0.6030046,NaN
2011-06-02 02:30:00,2011-06-02 03:00:00,,mean,0.7625995,NaN
2011-06-02 03:00:00,2011-06-02 03:30:00,,mean,0.8093966,NaN
2011-06-02 03:30:00,2011-06-02 04:00:00,,mean,0.8456348,NaN
2011-06-02 04:00:00,2011-06-02 04:30:00,,mean,0.8809028,NaN
2011-06-02 04:30:00,2011-06-02 05:00:00,,mean,2.347131,NaN
2011-06-02 05:00:00,2011-06-02 05:30:00,,mean,7.345757,NaN
2011-06-02 05:30:00,2011-06-02 06:00:00,,mean,20.86381,NaN
2011-06-02 06:00:00,2011-06-02 06:30:00,,mean,24.07964,NaN
2011-06-02 06:30:00,2011-06-02 07:00:00,,mean,91.49295,NaN
2011-06-02 07:00:00,2011-06-02 07:30:00,,mean,138.7685,NaN
2011-06-02 07:30:00,2011-06-02 08:00:00,,mean,189.4226,NaN
2011-06-02 08:00:00,2011-06-02 08:30:00,,mean,262.7446,NaN
2011-06-02 08:30:00,2011-06-02 09:00:00,,mean,188.0219,NaN
2011-06-02 09:00:00,2011-06-02 09:30:00,,mean,161.6861,NaN
2011-06-02 09:30:00,2011-06-02 10:00:00,,mean,249.6986,NaN
2011-06-02 10:00:00,2011-06-02 10:30:00,,mean,475.2908,NaN
2011-06-02 10:30:00,2011-06-02 11:00:00,,mean,552.5523,NaN
2011-06-02 11:00:00,2011-06-02 11:30:00,,mean,305.7622,NaN
2011-06-02 11:30:00,2011-06-02 12:00:00,,mean,263.7713,NaN
2011-06-02 12:00:00,2011-06-02 12:30:00,,mean,166.65,NaN
2011-06-02 12:30:00,2011-06-02 13:00:00,,mean,165.0474,NaN
2011-06-02 13:00:00,2011-06-02 13:30:00,,mean,174.862,NaN
2011-06-02 13:30:00,2011-06-02 14:00:00,,mean,265.2888,NaN
2011-06-02 14:00:00,2011-06-02 14:30:00,,mean,304.5494,NaN
2011-06-02 14:30:00,2011-06-02 15:00:00,,mean,177.4483,NaN
2011-06-02 15:00:00,2011-06-02 15:30:00,,mean,106.6013,NaN
2011-06-02 15:30:00,2011-06-02 16:00:00,,mean,94.69842,NaN
2011-06-02 16:00:00,2011-06-02 16:30:00,,mean,87.40149,NaN
2011-06-02 16:30:00,2011-06-02 17:00:00,,mean,90.27036,NaN
2011-06-02 17:00:00,2011-06-02 17:30:00,,mean,96.07221,NaN
2011-06-02 17:30:00,2011-06-02 18:00:00,,mean,61.9449,NaN
2011-06-02 18:00:00,2011-06-02 18:30:00,,mean,60.26381,NaN
2011-06-02 18:30:00,2011-06-02 19:00:00,,mean,23.3655,NaN
2011-06-02 19:00:00,2011-06-02 19:30:00,,mean,9.497713,NaN
2011-06-02 19:30:00,2011-06-02 20:00:00,,mean,0.888339,NaN
2011-06-02 20:00:00,2011-06-02 20:30:00,,mean,0.7811608,NaN
2011-06-02 20:30:00,2011-06-02 21:00:00,,mean,0.7864965,NaN
2011-06-02 21:00:00,2011-06-02 21:30:00,,mean,0.7809303,NaN
2011-06-02 21:30:00,2011-06-02 22:00:00,,mean,0.7971615,NaN
2011-06-02 22:00:00,2011-06-02 22:30:00,,mean,0.7682043,NaN
2011-06-02 22:30:00,2011-06-02 23:00:00,,mean,0.7919379,NaN
2011-06-02 23:00:00,2011-06-02 23:30:00,,mean,0.8147672,NaN
2011-06-02 23:30:00,2011-06-03 00:00:00,,mean,0.8449904,NaN
2011-06-03 00:00:00,2011-06-03 00:30:00,,mean,0.8424681,NaN
2011-06-03 00:30:00,2011-06-03 01:00:00,,mean,0.8361019,NaN
2011-06-03 01:00:00,2011-06-03 01:30:00,,mean,0.8266983,NaN
2011-06-03 01:30:00,2011-06-03 02:00:00,,mean,0.8249741,NaN
2011-06-03 02:00:00,2011-06-03 02:30:00,,mean,0.8225687,NaN
2011-06-03 02:30:00,2011-06-03 03:00:00,,mean,0.6120559,NaN
2011-06-03 03:00:00,2011-06-03 03:30:00,,mean,0.372925,1.047962
2011-06-03 03:30:00,2011-06-03 04:00:00,,mean,0.2987768,0.611432
2011-06-03 04:00:00,2011-06-03 04:30:00,,mean,0.5638344,0.8817766
2011-06-03 04:30:00,2011-06-03 05:00:00,,mean,3.627401,1.078967
2011-06-03 05:00:00,2011-06-03 05:30:00,,mean,11.5507,0.7404804
2011-06-03 05:30:00,2011-06-03 06:00:00,,mean,50.72953,1.375338
2011-06-03 06:00:00,2011-06-03 06:30:00,,mean,101.3815,1.476237
2011-06-03 06:30:00,2011-06-03 07:00:00,,mean,205.8235,1.100666
2011-06-03 07:00:00,2011-06-03 07:30:00,,mean,370.8532,0.9012673
2011-06-03 07:30:00,2011-06-03 08:00:00,,mean,390.2396,1.062755
2011-06-03 08:00:00,2011-06-03 08:30:00,,mean,582.6503,0.8242035
2011-06-03 08:30:00,2011-06-03 09:00:00,,mean,401.1458,1.217996
2011-06-03 09:00:00,2011-06-03 09:30:00,,mean,425.3951,1.96115
2011-06-03 09:30:00,2011-06-03 10:00:00,,mean,361.7679,1.951576
2011-06-03 10:00:00,2011-06-03 10:30:00,,mean,414.3561,1.778526
2011-06-03 10:30:00,2011-06-03 11:00:00,,mean,561.1165,1.774071
2011-06-03 11:00:00,2011-06-03 11:30:00,,mean,671.3926,1.717036
2011-06-03 11:30:00,2011-06-03 12:00:00,,mean,967.2504,1.721572
2011-06-03 12:00:00,2011-06-03 12:30:00,,mean,588.3698,1.73177
2011-06-03 12:30:00,2011-06-03 13:00:00,,mean,507.4188,1.61411
2011-06-03 13:00:00,2011-06-03 13:30:00,,mean,312.0368,2.267261
2011-06-03 13:30:00,2011-06-03 14:00:00,,mean,372.2024,1.390093
2011-06-03 14:00:00,2011-06-03 14:30:00,,mean,394.3395,1.932447
2011-06-03 14:30:00,2011-06-03 15:00:00,,mean,400.1051,1.818254
2011-06-03 15:00:00,2011-06-03 15:30:00,,mean,387.2767,1.660117
2011-06-03 15:30:00,2011-06-03 16:00:00,,mean,427.1175,2.124767
2011-06-03 16:00:00,2011-06-03 16:30:00,,mean,374.325,2.167039
2011-06-03 16:30:00,2011-06-03 17:00:00,,mean,259.9404,2.44546
2011-06-03 17:00:00,2011-06-03 17:30:00,,mean,213.3844,2.525177
2011-06-03 17:30:00,2011-06-03 18:00:00,,mean,155.8328,2.1782
2011-06-03 18:00:00,2011-06-03 18:30:00,,mean,137.4587,1.72181
2011-06-03 18:30:00,2011-06-03 19:00:00,,mean,68.80479,1.291771
2011-06-03 19:00:00,2011-06-03 19:30:00,,mean,13.71017,0.8100163
2011-06-03 19:30:00,2011-06-03 20:00:00,,mean,0.2649362,1.060366
2011-06-03 20:00:00,2011-06-03 20:30:00,,mean,-0.2862153,1.188984
2011-06-03 20:30:00,2011-06-03 21:00:00,,mean,-0.2272635,1.389092
2011-06-03 21:00:00,2011-06-03 21:30:00,,mean,-0.2351765,0.9374019
2011-06-03 21:30:00,2011-06-03 22:00:00,,mean,-0.2938986,0.4948789
2011-06-03 22:00:00,2011-06-03 22:30:00,,mean,-0.2323063,0.7092448
2011-06-03 22:30:00,2011-06-03 23:00:00,,mean,-0.2461279,0.7102255
2011-06-03 23:00:00,2011-06-03 23:30:00,,mean,-0.1457739,1.219388
2011-06-03 23:30:00,2011-06-04 00:00:00,,mean,-0.1445695,0.9453507
2011-06-04 00:00:00,2011-06-04 00:30:00,,mean,-0.08745234,0.2473618
2011-06-04 00:30:00,2011-06-04 01:00:00,,mean,0.2970531,0.4676441
2011-06-04 01:00:00,2011-06-04 01:30:00,,mean,0.4242482,0.6839204
2011-06-04 01:30:00,2011-06-04 02:00:00,,mean,0.4362918,0.4142076
2011-06-04 02:00:00,2011-06-04 02:30:00,,mean,0.363403,1.089146
2011-06-04 02:30:00,2011-06-04 03:00:00,,mean,0.47712,1.805878
2011-06-04 03:00:00,2011-06-04 03:30:00,,mean,0.6871794,1.44618
2011-06-04 03:30:00,2011-06-04 04:00:00,,mean,0.7594924,0.521911
2011-06-04 04:00:00,2011-06-04 04:30:00,,mean,0.7089215,1.304956
2011-06-04 04:30:00,2011-06-04 05:00:00,,mean,5.506019,0.384147
2011-06-04 05:00:00,2011-06-04 05:30:00,,mean,42.08162,0.4362256
2011-06-04 05:30:00,2011-06-04 06:00:00,,mean,138.0824,0.70406
2011-06-04 06:00:00,2011-06-04 06:30:00,,mean,272.6373,0.82199
2011-06-04 06:30:00,2011-06-04 07:00:00,,mean,421.0126,0.314734
2011-06-04 07:00:00,2011-06-04 07:30:00,,mean,579.8839,1.266652
2011-06-04 07:30:00,2011-06-04 08:00:00,,mean,737.9413,1.425069
2011-06-04 08:00:00,2011-06-04 08:30:00,,mean,794.0469,1.684645
2011-06-04 08:30:00,2011-06-04 09:00:00,,mean,298.5083,1.713559
2011-06-04 09:00:00,2011-06-04 09:30:00,,mean,315.3951,1.796319
2011-06-04 09:30:00,2011-06-04 10:00:00,,mean,735.1144,1.645906
2011-06-04 10:00:00,2011-06-04 10:30:00,,mean,980.955,2.422314
2011-06-04 10:30:00,2011-06-04 11:00:00,,mean,1139.74,2.420776
2011-06-04 11:00:00,2011-06-04 11:30:00,,mean,743.0877,1.061157
2011-06-04 11:30:00,2011-06-04 12:00:00,,mean,407.4528,1.555109
2011-06-04 12:00:00,2011-06-04 12:30:00,,mean,319.4781,2.495701
2011-06-04 12:30:00,2011-06-04 13:00:00,,mean,476.7677,2.420901
2011-06-04 13:00:00,2011-06-04 13:30:00,,mean,370.3665,2.107703
2011-06-04 13:30:00,2011-06-04 14:00:00,,mean,227.0971,1.85328
2011-06-04 14:00:00,2011-06-04 14:30:00,,mean,344.2059,1.622946
2011-06-04 14:30:00,2011-06-04 15:00:00,,mean,857.2108,2.77507
2011-06-04 15:00:00,2011-06-04 15:30:00,,mean,481.1387,2.628918
2011-06-04 15:30:00,2011-06-04 16:00:00,,mean,468.3507,2.227252
2011-06-04 16:00:00,2011-06-04 16:30:00,,mean,576.2303,2.326125
2011-06-04 16:30:00,2011-06-04 17:00:00,,mean,410.5981,2.237096
2011-06-04 17:00:00,2011-06-04 17:30:00,,mean,231.8938,2.153522
2011-06-04 17:30:00,2011-06-04 18:00:00,,mean,106.9221,1.875126
2011-06-04 18:00:00,2011-06-04 18:30:00,,mean,53.78774,1.969425
2011-06-04 18:30:00,2011-06-04 19:00:00,,mean,37.42691,1.88103
2011-06-04 19:00:00,2011-06-04 19:30:00,,mean,10.5913,1.402092
2011-06-04 19:30:00,2011-06-04 20:00:00,,mean,0.2489979,0.5526825
2011-06-04 20:00:00,2011-06-04 20:30:00,,mean,-0.1628628,1.031889
2011-06-04 20:30:00,2011-06-04 21:00:00,,mean,-0.1102773,0.1079506
2011-06-04 21:00:00,2011-06-04 21:30:00,,mean,0.002064694,1.185262
2011-06-04 21:30:00,2011-06-04 22:00:00,,mean,-0.00734051,1.593581
2011-06-04 22:00:00,2011-06-04 22:30:00,,mean,-0.3861204,1.570581
2011-06-04 22:30:00,2011-06-04 23:00:00,,mean,-0.2693604,1.710956
2011-06-04 23:00:00,2011-06-04 23:30:00,,mean,-0.1354553,1.653692
2011-06-04 23:30:00,2011-06-05 00:00:00,,mean,-0.2626512,1.959551
2011-06-05 00:00:00,2011-06-05 00:30:00,,mean,-0.2416061,1.570066
2011-06-05 00:30:00,2011-06-05 01:00:00,,mean,-0.3077855,1.576538
2011-06-05 01:00:00,2011-06-05 01:30:00,,mean,-0.3158166,1.268047
2011-06-05 01:30:00,2011-06-05 02:00:00,,mean,-0.2020953,2.201966
2011-06-05 02:00:00,2011-06-05 02:30:00,,mean,-0.2241744,1.937505
2011-06-05 02:30:00,2011-06-05 03:00:00,,mean,-0.2471726,1.645106
2011-06-05 03:00:00,2011-06-05 03:30:00,,mean,-0.3381257,0.5763413
2011-06-05 03:30:00,2011-06-05 04:00:00,,mean,-0.3331895,1.083659
2011-06-05 04:00:00,2011-06-05 04:30:00,,mean,-0.06709618,1.853138
2011-06-05 04:30:00,2011-06-05 05:00:00,,mean,5.159885,1.258816
2011-06-05 05:00:00,2011-06-05 05:30:00,,mean,36.29906,1.087065
2011-06-05 05:30:00,2011-06-05 06:00:00,,mean,141.5331,1.047258
2011-06-05 06:00:00,2011-06-05 06:30:00,,mean,252.5246,0.7166277
2011-06-05 06:30:00,2011-06-05 07:00:00,,mean,376.4632,1.78586
2011-06-05 07:00:00,2011-06-05 07:30:00,,mean,550.996,1.587642
2011-06-05 07:30:00,2011-06-05 08:00:00,,mean,658.4878,1.936418
2011-06-05 08:00:00,2011-06-05 08:30:00,,mean,806.6542,1.553329
2011-06-05 08:30:00,2011-06-05 09:00:00,,mean,892.9922,1.579015
2011-06-05 09:00:00,2011-06-05 09:30:00,,mean,1130.12,2.027991
2011-06-05 09:30:00,2011-06-05 10:00:00,,mean,1105.3,1.938521
2011-06-05 10:00:00,2011-06-05 10:30:00,,mean,1254.19,2.198384
2011-06-05 10:30:00,2011-06-05 11:00:00,,mean,1115.342,1.49745
2011-06-05 11:00:00,2011-06-05 11:30:00,,mean,1205.964,1.206647
2011-06-05 11:30:00,2011-06-05 12:00:00,,mean,1394.091,1.420691
2011-06-05 12:00:00,2011-06-05 12:30:00,,mean,745.9998,1.012073
2011-06-05 12:30:00,2011-06-05 13:00:00,,mean,790.0112,2.745485
2011-06-05 13:00:00,2011-06-05 13:30:00,,mean,796.2962,2.322703
2011-06-05 13:30:00,2011-06-05 14:00:00,,mean,702.6176,2.602216
2011-06-05 14:00:00,2011-06-05 14:30:00,,mean,1044.132,2.940697
2011-06-05 14:30:00,2011-06-05 15:00:00,,mean,523.6757,2.245533
2011-06-05 15:00:00,2011-06-05 15:30:00,,mean,981.0048,2.109231
2011-06-05 15:30:00,2011-06-05 16:00:00,,mean,430.0266,2.261713
2011-06-05 16:00:00,2011-06-05 16:30:00,,mean,322.0715,2.241057
2011-06-05 16:30:00,2011-06-05 17:00:00,,mean,273.8798,1.721453
2011-06-05 17:00:00,2011-06-05 17:30:00,,mean,320.001,1.342138
2011-06-05 17:30:00,2011-06-05 18:00:00,,mean,344.4565,0.9647917
2011-06-05 18:00:00,2011-06-05 18:30:00,,mean,155.1508,0.6261416
2011-06-05 18:30:00,2011-06-05 19:00:00,,mean,62.05152,0.8382146
2011-06-05 19:00:00,2011-06-05 19:30:00,,mean,17.18104,0.4142521
2011-06-05 19:30:00,2011-06-05 20:00:00,,mean,0.5287383,0.2719757
2011-06-05 20:00:00,2011-06-05 20:30:00,,mean,-0.2751593,0.5360571
2011-06-05 20:30:00,2011-06-05 21:00:00,,mean,-0.1895397,0.8607988
2011-06-05 21:00:00,2011-06-05 21:30:00,,mean,-0.212996,1.825197
2011-06-05 21:30:00,2011-06-05 22:00:00,,mean,-0.4835711,2.115687
2011-06-05 22:00:00,2011-06-05 22:30:00,,mean,-0.4551847,2.156574
2011-06-05 22:30:00,2011-06-05 23:00:00,,mean,-0.5595565,1.267973
2011-06-05 23:00:00,2011-06-05 23:30:00,,mean,-0.3838961,1.155966
2011-06-05 23:30:00,2011-06-06 00:00:00,,mean,-0.3298725,0.9399074
2011-06-06 00:00:00,2011-06-06 00:30:00,,mean,-0.401559,1.465494
2011-06-06 00:30:00,2011-06-06 01:00:00,,mean,-0.4182497,1.398384
2011-06-06 01:00:00,2011-06-06 01:30:00,,mean,-0.430804,0.7335926
2011-06-06 01:30:00,2011-06-06 02:00:00,,mean,-0.4720379,1.022619
2011-06-06 02:00:00,2011-06-06 02:30:00,,mean,-0.5571411,1.36811
2011-06-06 02:30:00,2011-06-06 03:00:00,,mean,-0.5298412,1.543641
2011-06-06 03:00:00,2011-06-06 03:30:00,,mean,-0.6039296,1.421782
2011-06-06 03:30:00,2011-06-06 04:00:00,,mean,-0.6933304,0.7887166
2011-06-06 04:00:00,2011-06-06 04:30:00,,mean,-0.582944,1.035097
2011-06-06 04:30:00,2011-06-06 05:00:00,,mean,3.458926,1.090653
2011-06-06 05:00:00,2011-06-06 05:30:00,,mean,24.42713,1.744096
2011-06-06 05:30:00,2011-06-06 06:00:00,,mean,57.82844,1.010733
2011-06-06 06:00:00,2011-06-06 06:30:00,,mean,112.3483,1.124862
2011-06-06 06:30:00,2011-06-06 07:00:00,,mean,201.1636,1.055578
2011-06-06 07:00:00,2011-06-06 07:30:00,,mean,261.8014,0.7346876
2011-06-06 07:30:00,2011-06-06 08:00:00,,mean,547.8862,0.2527672
2011-06-06 08:00:00,2011-06-06 08:30:00,,mean,816.5228,0.4046549
2011-06-06 08:30:00,2011-06-06 09:00:00,,mean,1030.421,0.3998247
2011-06-06 09:00:00,2011-06-06 09:30:00,,mean,1063.262,1.179093
2011-06-06 09:30:00,2011-06-06 10:00:00,,mean,574.0444,2.12996
2011-06-06 10:00:00,2011-06-06 10:30:00,,mean,437.1498,1.703222
2011-06-06 10:30:00,2011-06-06 11:00:00,,mean,197.2786,0.7629291
2011-06-06 11:00:00,2011-06-06 11:30:00,,mean,206.0047,1.289945
2011-06-06 11:30:00,2011-06-06 12:00:00,,mean,272.8358,1.579018
2011-06-06 12:00:00,2011-06-06 12:30:00,,mean,530.9765,1.507042
2011-06-06 12:30:00,2011-06-06 13:00:00,,mean,575.532,1.323299
2011-06-06 13:00:00,2011-06-06 13:30:00,,mean,401.4278,2.192794
2011-06-06 13:30:00,2011-06-06 14:00:00,,mean,1126.352,2.488775
2011-06-06 14:00:00,2011-06-06 14:30:00,,mean,820.995,2.914512
2011-06-06 14:30:00,2011-06-06 15:00:00,,mean,438.4841,1.88252
2011-06-06 15:00:00,2011-06-06 15:30:00,,mean,639.0861,1.475398
2011-06-06 15:30:00,2011-06-06 16:00:00,,mean,472.5328,1.724408
2011-06-06 16:00:00,2011-06-06 16:30:00,,mean,337.9046,2.778238
2011-06-06 16:30:00,2011-06-06 17:00:00,,mean,621.6857,1.401837
2011-06-06 17:00:00,2011-06-06 17:30:00,,mean,461.7851,4.200169
2011-06-06 17:30:00,2011-06-06 18:00:00,,mean,417.5667,3.776307
2011-06-06 18:00:00,2011-06-06 18:30:00,,mean,260.3027,2.945096
2011-06-06 18:30:00,2011-06-06 19:00:00,,mean,64.98348,1.7377
2011-06-06 19:00:00,2011-06-06 19:30:00,,mean,12.19176,1.703142
2011-06-06 19:30:00,2011-06-06 20:00:00,,mean,0.3018804,2.187581
2011-06-06 20:00:00,2011-06-06 20:30:00,,mean,-0.5001404,1.603114
2011-06-06 20:30:00,2011-06-06 21:00:00,,mean,-0.4955595,1.21222
2011-06-06 21:00:00,2011-06-06 21:30:00,,mean,-0.5503883,0.5713772
2011-06-06 21:30:00,2011-06-06 22:00:00,,mean,-0.5280824,1.132944
2011-06-06 22:00:00,2011-06-06 22:30:00,,mean,-0.5597376,1.433941
2011-06-06 22:30:00,2011-06-06 23:00:00,,mean,-0.5474095,1.288394
2011-06-06 23:00:00,2011-06-06 23:30:00,,mean,-0.4676327,2.025935
2011-06-06 23:30:00,2011-06-07 00:00:00,,mean,-0.5377673,3.20652
2011-06-07 00:00:00,2011-06-07 00:30:00,,mean,-0.5408037,0.7699836
2011-06-07 00:30:00,2011-06-07 01:00:00,,mean,-0.4679102,1.134334
2011-06-07 01:00:00,2011-06-07 01:30:00,,mean,-0.4654493,1.027679
2011-06-07 01:30:00,2011-06-07 02:00:00,,mean,-0.4694652,1.984701
2011-06-07 02:00:00,2011-06-07 02:30:00,,mean,-0.4453755,3.274737
2011-06-07 02:30:00,2011-06-07 03:00:00,,mean,-0.4036776,4.804558
2011-06-07 03:00:00,2011-06-07 03:30:00,,mean,-0.3914608,5.195566
2011-06-07 03:30:00,2011-06-07 04:00:00,,mean,-0.4199047,5.046452
2011-06-07 04:00:00,2011-06-07 04:30:00,,mean,-0.3648489,4.646468
2011-06-07 04:30:00,2011-06-07 05:00:00,,mean,4.960773,5.72501
2011-06-07 05:00:00,2011-06-07 05:30:00,,mean,41.60007,1.522289
2011-06-07 05:30:00,2011-06-07 06:00:00,,mean,147.8758,0.6856921
2011-06-07 06:00:00,2011-06-07 06:30:00,,mean,320.855,1.56055
2011-06-07 06:30:00,2011-06-07 07:00:00,,mean,471.1836,1.347642
2011-06-07 07:00:00,2011-06-07 07:30:00,,mean,583.5317,1.442624
2011-06-07 07:30:00,2011-06-07 08:00:00,,mean,535.7123,1.471757
2011-06-07 08:00:00,2011-06-07 08:30:00,,mean,449.5286,0.9877283
2011-06-07 08:30:00,2011-06-07 09:00:00,,mean,689.4073,2.064156
2011-06-07 09:00:00,2011-06-07 09:30:00,,mean,178.9896,1.635996
2011-06-07 09:30:00,2011-06-07 10:00:00,,mean,463.7028,1.83854
2011-06-07 10:00:00,2011-06-07 10:30:00,,mean,636.1279,0.9864445
2011-06-07 10:30:00,2011-06-07 11:00:00,,mean,547.267,0.5899715
2011-06-07 11:00:00,2011-06-07 11:30:00,,mean,733.1704,0.530248
2011-06-07 11:30:00,2011-06-07 12:00:00,,mean,993.133,5.114993
2011-06-07 12:00:00,2011-06-07 12:30:00,,mean,296.2393,5.281033
2011-06-07 12:30:00,2011-06-07 13:00:00,,mean,618.8157,5.323263
2011-06-07 13:00:00,2011-06-07 13:30:00,,mean,1070.842,4.444036
2011-06-07 13:30:00,2011-06-07 14:00:00,,mean,1217.041,4.634398
2011-06-07 14:00:00,2011-06-07 14:30:00,,mean,891.0117,3.830679
2011-06-07 14:30:00,2011-06-07 15:00:00,,mean,649.8328,2.247063
2011-06-07 15:00:00,2011-06-07 15:30:00,,mean,675.2197,2.442515
2011-06-07 15:30:00,2011-06-07 16:00:00,,mean,924.8096,2.733876
